Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence
Participant02,Corpus7,D2,5,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant02,Corpus7,D2,6,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem
Participant02,Corpus7,D2,7,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on the Sceptre
Participant02,Corpus7,D2,8,"""Hey Google, Bluetooth pairing.""",hey Google route home
Participant02,Corpus7,D2,9,"""Hey Google, flip a coin.""",OK Google flip a coin
Participant02,Corpus7,D2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",hey Google put a timer for 30 minutes
Participant02,Corpus7,D2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""","hey Google, thermostat to 20 degrees"
Participant02,Corpus7,D2,12,"""Hey Google, what is the time?""",hi Google what is the time
Participant02,Corpus7,D2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",clear Google remember that I left the start
Participant02,Corpus7,D2,14,"""Hey Google, when is Walmart open until?""",a Google when is Walmart open until
Participant02,Corpus7,D2,15,"""Hey Google, brighten the office lamp.""",hey Google brighten black apply
Participant02,Corpus7,D2,16,"""Hey Google, hang up.""",go Google home.
Participant02,Corpus7,D2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",A Google reminder to pick up my dry cleaner
Participant02,Corpus7,D2,18,"""Hey Google, call my phone.""",Google call my phone
Participant02,Corpus7,D2,19,"""Hey Google, broadcast 'dinner is ready'.""",hello Google Font app
Participant02,Corpus7,D2,20,"""Hey Google, add apples to my shopping list.""",oh Google
Participant02,Corpus8,C2,1,"""Hey Google, help me relax.""",hey Google help me relax
Participant02,Corpus8,C2,2,"""Hey Google, sing a song.""",hey Google sing a song
Participant02,Corpus8,C2,3,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story
Participant02,Corpus8,C2,4,"""Hey Google, raise the temperature three degrees.""",hey Google what's the temperature at 3 degrees
Participant02,Corpus8,C2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:15 a.m. tomorrow morning
Participant02,Corpus8,C2,6,"""Hey Google, do I have any alarms set?""",hey Google do I have any alarm set
Participant02,Corpus8,C2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify
Participant02,Corpus8,C2,8,"""Hey Google, skip to the next chapter.""",hey Google skip the next chapter
Participant02,Corpus8,C2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here
Participant02,Corpus8,C2,10,"""Hey Google, play some hip hop.""",hey Google play some hip hop
Participant02,Corpus8,C2,11,"""Hey Google, play some music.""",hey Google play some music
Participant02,Corpus8,C2,12,"""Hey Google, turn on all the switches.""",hey Google turn on all the switches
Participant02,Corpus8,C2,13,"""Hey Google, what's the weather like today?""",hey Google what's the weather like today
Participant02,Corpus8,C2,14,"""Hey Google, Bluetooth pairing.""",hey Google Bluetooth pairing
Participant02,Corpus8,C2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",hey Google set the kitchen lights to 50%
Participant02,Corpus8,C2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this after
Participant02,Corpus8,C2,17,"""Hey Google, help.""",hey Google help
Participant02,Corpus8,C2,18,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner's ready
Participant02,Corpus8,C2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for 7 to 15
Participant02,Corpus8,C2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list
Participant03,Corpus1,C1,1,"""Hey Google, read a bedtime story.""",hey Google read me a bedtime story
Participant03,Corpus1,C1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday
Participant03,Corpus1,C1,3,"""Hey Google, redi-al.""",hey Google video
Participant03,Corpus1,C1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop
Participant03,Corpus1,C1,5,"""Hey Google, stop the music.""",hey Google stop the music
Participant03,Corpus1,C1,6,"""Hey Google, broadcast 'wake everybody up'.""",hey Google Voice cars with everybody up
Participant03,Corpus1,C1,7,"""Hey Google, dim the living room lights.""",Hey Google dim the living room light
Participant03,Corpus1,C1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is late
Participant03,Corpus1,C1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light
Participant03,Corpus1,C1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast time to leave for school
Participant03,Corpus1,C1,11,"""Hey Google, stop.""",hey Google stop
Participant03,Corpus1,C1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on order dial Steve speaker
Participant03,Corpus1,C1,13,"""Hey Google, play some hip hop.""",hey Google play some hip hop
Participant03,Corpus1,C1,14,"""Hey Google, snooze the alarm.""",hey Google snooze the alarm
Participant03,Corpus1,C1,15,"""Hey Google, what does an elephant sound like?""",hey Google what's the weather in indefensible light
Participant03,Corpus1,C1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",hey Google remind that I leave the spare key in the kitchen Concord
Participant03,Corpus1,C1,17,"""Hey Google, play Batman on TV.""",hey Google play the Batman on TV
Participant03,Corpus1,C1,18,"""Hey Google, what is the French word for grapefruit?""",hey Google what is the French word for grapefruit
Participant03,Corpus1,C1,19,"""Hey Google, help.""",hey Google help
Participant03,Corpus1,C1,20,"""Hey Google, what are my reminders for this week?""",hey Google what are my limiter for this week
Participant03,Corpus2,D1,1,"""Hey Google, what does an elephant sound like?""",hey Google.
Participant03,Corpus2,D1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",Hey Google remove device
Participant03,Corpus2,D1,3,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant03,Corpus2,D1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play My Name by Alyssa from Spotify
Participant03,Corpus2,D1,5,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant03,Corpus2,D1,6,"""Hey Google, read Women and Power.""",hey Google leave woman and Power
Participant03,Corpus2,D1,7,"""Hey Google, move my music to the bedroom""",hey Google
Participant03,Corpus2,D1,8,"""Hey Google, read a bedtime story.""",hey Google play the story
Participant03,Corpus2,D1,9,"""Hey Google, Open Spotify.""",hey Google open Spotify
Participant03,Corpus2,D1,10,"""Hey Google, raise the temperature three degrees.""",hey Google this is the temperature at 3
Participant03,Corpus2,D1,11,"""Hey Google, hang up.""",hey Google hang up
Participant03,Corpus2,D1,12,"""Hey Google, broadcast 'time to leave for school'.""",Hey Google delete post
Participant03,Corpus2,D1,13,"""Hey Google, brighten the office lamp.""",OK Google the of the flower
Participant03,Corpus2,D1,14,"""Hey Google, what is today's headlines?""",what is today in life
Participant03,Corpus2,D1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google when did I go to
Participant03,Corpus2,D1,16,"""Hey Google, where did I put the spare keys?""",Google where did I put the spicy
Participant03,Corpus2,D1,17,"""Hey Google, redial.""",hey Google play radio
Participant03,Corpus2,D1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any place around here
Participant03,Corpus2,D1,19,"""Hey Google, call my phone.""",hey Google call my phone
Participant03,Corpus2,D1,20,"""Hey Google, do I have anything scheduled for Friday?""",hey Google do I have any schedule for Friday
Participant03,Corpus3,B1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set up 20 to here
Participant03,Corpus3,B1,2,"""Hey Google, broadcast 'dinner is ready'.""",Google podcasts
Participant03,Corpus3,B1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set alarm for seven 5:55 15 tomorrow morning
Participant03,Corpus3,B1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",OK Google
Participant03,Corpus3,B1,5,"""Hey Google, skip to the next chapter.""",hey Google
Participant03,Corpus3,B1,6,"""Hey Google, did the Liverpool win yesterday?""",hey Google did Liverpool win yesterday
Participant03,Corpus3,B1,7,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain
Participant03,Corpus3,B1,8,"""Hey Google, sing a song.""",hey Google
Participant03,Corpus3,B1,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Indian restaurant around here
Participant03,Corpus3,B1,10,"""Hey Google, start the school day""",hey Google
Participant03,Corpus3,B1,11,"""Hey Google, hang up.""",hey Google app
Participant03,Corpus3,B1,12,"""Hey Google, help.""",hey Google help
Participant03,Corpus3,B1,13,"""Hey Google, broadcast 'wake everybody up'.""",hey Google with everyone everybody off
Participant03,Corpus3,B1,14,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem
Participant03,Corpus3,B1,15,"""Hey Google, raise the temperature three degrees.""",what's the temperature 3 degrees
Participant03,Corpus3,B1,16,"""Hey Google, stop the music.""",stop the music
Participant03,Corpus3,B1,17,"""Hey Google, read a bedtime story.""",hey Google list bedtime story
Participant03,Corpus3,B1,18,"""Hey Google, add apples to my shopping list.""",Google shopping list
Participant03,Corpus3,B1,19,"""Hey Google, what does an elephant sound like?""",Google elephants
Participant03,Corpus3,B1,20,"""Hey Google, broadcast 'the football is about to start.""",hey Google broadcast the football is around about his thoughts
Participant03,Corpus4,A1,1,"""Hey Google, stop the music.""",hey Google stop the music
Participant03,Corpus4,A1,2,"""Hey Google, how many calories are in a Banana?""",hey Google how many points are a banana
Participant03,Corpus4,A1,3,"""Hey Google, play some music.""",hey Google play some music
Participant03,Corpus4,A1,4,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant03,Corpus4,A1,5,"""Hey Google, what are my reminders for this week?""",OK Google what are my reminders for this week
Participant03,Corpus4,A1,6,"""Hey Google, what's the temperature right now?""",Google what is the temperature right now
Participant03,Corpus4,A1,7,"""Hey Google, show me the backdoor camera.""",hey boo good show me the back room camera doll
Participant03,Corpus4,A1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google set alarm for 8 a.m. tomorrow
Participant03,Corpus4,A1,9,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain
Participant03,Corpus4,A1,10,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room right to the group
Participant03,Corpus4,A1,11,"""Hey Google, snooze the alarm.""",hey Google Snoopy alarm
Participant03,Corpus4,A1,12,"""Hey Google, broadcast 'time to leave for school'.""",hey we're going to bosscat Tom to leave for school
Participant03,Corpus4,A1,13,"""Hey Google, stop.""",hey Google stop
Participant03,Corpus4,A1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lunch into work
Participant03,Corpus4,A1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant03,Corpus4,A1,16,"""Hey Google, add apples to my shopping list.""",hey Google add an app to my shopping list
Participant03,Corpus4,A1,17,"""Hey Google, read Women and Power.""",hey Google read woman and Power
Participant03,Corpus4,A1,18,"""Hey Google, when is Walmart open until?""",hey Google when is the Walmart open until
Participant03,Corpus4,A1,19,"""Hey Google, turn up the sound.""",hey Google turn off this out
Participant03,Corpus4,A1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google can center around 4:25 15 paste
Participant03,Corpus5,A2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm 7 5:55 a.m. tomorrow morning
Participant03,Corpus5,A2,2,"""Hey Google, broadcast 'the football is about to start.""",hey Google broadcast the football on his about to start
Participant03,Corpus5,A2,3,"""Hey Google, flip a coin.""",hey Google flip a coin
Participant03,Corpus5,A2,4,"""Hey Google, spell artificial intelligence.""",a fookin spell artificial intelligence
Participant03,Corpus5,A2,5,"""Hey Google, how do you make ketchup?""",hey Google how do you make ketchup
Participant03,Corpus5,A2,6,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify
Participant03,Corpus5,A2,7,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week
Participant03,Corpus5,A2,8,"""Hey Google, stop the music in 15 (fifth-teen) minutes.""",hey Google stop the music in 15 minutes
Participant03,Corpus5,A2,9,"""Hey Google, brighten the office lamp.""",hey Google brighten office lamp
Participant03,Corpus5,A2,10,"""Hey Google, what does an elephant sound like?""",hey Google what start an airplane sound like
Participant03,Corpus5,A2,11,"""Hey Google, lock the front door.""",Hey Google lock the front door
Participant03,Corpus5,A2,12,"""Hey Google, read Women and Power.""",Hey Google read woman and Power
Participant03,Corpus5,A2,13,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room right to rule
Participant03,Corpus5,A2,14,"""Hey Google, call my phone.""",hey Google call my phone
Participant03,Corpus5,A2,15,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set the thermostat to 23 gate
Participant03,Corpus5,A2,16,"""Hey Google, play my Evening Jazz playlist.""",hey Google play my evening Jazz playlist
Participant03,Corpus5,A2,17,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday
